borough,year_and_month,month,year,season,pandemic_period,recovery_success
brent,2020-03-01,march,2020,spring,post-pandemic,0
islington,2020-03-01,march,2020,spring,post-pandemic,0
haringey,2020-03-01,march,2020,spring,post-pandemic,0
southwark,2020-03-01,march,2020,spring,post-pandemic,0
bromley,2020-03-01,march,2020,spring,post-pandemic,1
greenwich,2020-03-01,march,2020,spring,post-pandemic,0
croydon,2020-03-01,march,2020,spring,post-pandemic,0
redbridge,2020-03-01,march,2020,spring,post-pandemic,0
redbridge,2020-03-01,march,2020,spring,post-pandemic,0
hackney,2020-03-01,march,2020,spring,post-pandemic,1
barking and dagenham,2020-03-01,march,2020,spring,post-pandemic,0
barking and dagenham,2020-03-01,march,2020,spring,post-pandemic,0
enfield,2020-03-01,march,2020,spring,post-pandemic,0
enfield,2020-03-01,march,2020,spring,post-pandemic,0
newham,2020-03-01,march,2020,spring,post-pandemic,0
wandsworth,2020-04-01,april,2020,spring,post-pandemic,1
wandsworth,2020-04-01,april,2020,spring,post-pandemic,0
wandsworth,2020-04-01,april,2020,spring,post-pandemic,0
kingston upon thames,2020-04-01,april,2020,spring,post-pandemic,1
kingston upon thames,2020-04-01,april,2020,spring,post-pandemic,0
richmond upon thames,2020-04-01,april,2020,spring,post-pandemic,0
hillingdon,2020-04-01,april,2020,spring,post-pandemic,0
brent,2020-04-01,april,2020,spring,post-pandemic,0
harrow,2020-04-01,april,2020,spring,post-pandemic,0
camden,2020-04-01,april,2020,spring,post-pandemic,0
southwark,2020-04-01,april,2020,spring,post-pandemic,0
lewisham,2020-04-01,april,2020,spring,post-pandemic,0
bromley,2020-04-01,april,2020,spring,post-pandemic,0
croydon,2020-04-01,april,2020,spring,post-pandemic,0
tower hamlets,2020-04-01,april,2020,spring,post-pandemic,1
tower hamlets,2020-04-01,april,2020,spring,post-pandemic,1
tower hamlets,2020-04-01,april,2020,spring,post-pandemic,1
tower hamlets,2020-04-01,april,2020,spring,post-pandemic,1
barking and dagenham,2020-04-01,april,2020,spring,post-pandemic,1
kensington and chelsea,2020-04-01,april,2020,spring,post-pandemic,0
hammersmith and fulham,2020-04-01,april,2020,spring,post-pandemic,0
hounslow,2020-04-01,april,2020,spring,post-pandemic,1
wandsworth,2020-05-01,may,2020,spring,post-pandemic,0
richmond upon thames,2020-05-01,may,2020,spring,post-pandemic,0
lambeth,2020-05-01,may,2020,spring,post-pandemic,1
camden,2020-05-01,may,2020,spring,post-pandemic,0
camden,2020-05-01,may,2020,spring,post-pandemic,0
camden,2020-05-01,may,2020,spring,post-pandemic,0
croydon,2020-05-01,may,2020,spring,post-pandemic,0
southwark,2020-05-01,may,2020,spring,post-pandemic,0
southwark,2020-05-01,may,2020,spring,post-pandemic,0
lewisham,2020-05-01,may,2020,spring,post-pandemic,0
lewisham,2020-05-01,may,2020,spring,post-pandemic,0
bromley,2020-05-01,may,2020,spring,post-pandemic,0
greenwich,2020-05-01,may,2020,spring,post-pandemic,0
croydon,2020-05-01,may,2020,spring,post-pandemic,0
hackney,2020-05-01,may,2020,spring,post-pandemic,0
hackney,2020-05-01,may,2020,spring,post-pandemic,0
hackney,2020-05-01,may,2020,spring,post-pandemic,0
waltham forest,2020-05-01,may,2020,spring,post-pandemic,0
enfield,2020-05-01,may,2020,spring,post-pandemic,1
lambeth,2020-05-01,may,2020,spring,post-pandemic,0
hammersmith and fulham,2020-05-01,may,2020,spring,post-pandemic,0
westminster,2020-05-01,may,2020,spring,post-pandemic,0
wandsworth,2020-06-01,june,2020,summer,post-pandemic,0
richmond upon thames,2020-06-01,june,2020,summer,post-pandemic,0
richmond upon thames,2020-06-01,june,2020,summer,post-pandemic,1
merton,2020-06-01,june,2020,summer,post-pandemic,1
harrow,2020-06-01,june,2020,summer,post-pandemic,0
camden,2020-06-01,june,2020,summer,post-pandemic,0
camden,2020-06-01,june,2020,summer,post-pandemic,0
ealing,2020-06-01,june,2020,summer,post-pandemic,0
lewisham,2020-06-01,june,2020,summer,post-pandemic,0
bromley,2020-06-01,june,2020,summer,post-pandemic,0
bromley,2020-06-01,june,2020,summer,post-pandemic,0
croydon,2020-06-01,june,2020,summer,post-pandemic,0
sutton,2020-06-01,june,2020,summer,post-pandemic,0
tower hamlets,2020-06-01,june,2020,summer,post-pandemic,0
tower hamlets,2020-06-01,june,2020,summer,post-pandemic,0
tower hamlets,2020-06-01,june,2020,summer,post-pandemic,0
hackney,2020-06-01,june,2020,summer,post-pandemic,0
hackney,2020-06-01,june,2020,summer,post-pandemic,0
hackney,2020-06-01,june,2020,summer,post-pandemic,0
waltham forest,2020-06-01,june,2020,summer,post-pandemic,0
enfield,2020-06-01,june,2020,summer,post-pandemic,0
havering,2020-06-01,june,2020,summer,post-pandemic,0
wandsworth,2020-07-01,july,2020,summer,post-pandemic,0
hillingdon,2020-07-01,july,2020,summer,post-pandemic,0
harrow,2020-07-01,july,2020,summer,post-pandemic,0
camden,2020-07-01,july,2020,summer,post-pandemic,0
camden,2020-07-01,july,2020,summer,post-pandemic,0
barnet,2020-07-01,july,2020,summer,post-pandemic,0
islington,2020-07-01,july,2020,summer,post-pandemic,0
islington,2020-07-01,july,2020,summer,post-pandemic,0
islington,2020-07-01,july,2020,summer,post-pandemic,0
islington,2020-07-01,july,2020,summer,post-pandemic,0
lewisham,2020-07-01,july,2020,summer,post-pandemic,0
lewisham,2020-07-01,july,2020,summer,post-pandemic,0
greenwich,2020-07-01,july,2020,summer,post-pandemic,1
croydon,2020-07-01,july,2020,summer,post-pandemic,0
bexley,2020-07-01,july,2020,summer,post-pandemic,0
hackney,2020-07-01,july,2020,summer,post-pandemic,1
waltham forest,2020-07-01,july,2020,summer,post-pandemic,0
barking and dagenham,2020-07-01,july,2020,summer,post-pandemic,0
kensington and chelsea,2020-07-01,july,2020,summer,post-pandemic,1
hammersmith and fulham,2020-07-01,july,2020,summer,post-pandemic,0
westminster,2020-07-01,july,2020,summer,post-pandemic,1
kingston upon thames,2020-06-01,june,2020,summer,post-pandemic,0
wandsworth,2020-08-01,august,2020,summer,post-pandemic,0
wandsworth,2020-08-01,august,2020,summer,post-pandemic,0
hillingdon,2020-08-01,august,2020,summer,post-pandemic,0
hillingdon,2020-08-01,august,2020,summer,post-pandemic,0
lambeth,2020-08-01,august,2020,summer,post-pandemic,0
lambeth,2020-08-01,august,2020,summer,post-pandemic,0
merton,2020-08-01,august,2020,summer,post-pandemic,0
brent,2020-08-01,august,2020,summer,post-pandemic,0
harrow,2020-08-01,august,2020,summer,post-pandemic,0
camden,2020-08-01,august,2020,summer,post-pandemic,0
barnet,2020-08-01,august,2020,summer,post-pandemic,0
barnet,2020-08-01,august,2020,summer,post-pandemic,0
ealing,2020-08-01,august,2020,summer,post-pandemic,0
ealing,2020-08-01,august,2020,summer,post-pandemic,0
ealing,2020-08-01,august,2020,summer,post-pandemic,0
southwark,2020-08-01,august,2020,summer,post-pandemic,0
lewisham,2020-08-01,august,2020,summer,post-pandemic,1
lewisham,2020-08-01,august,2020,summer,post-pandemic,0
lewisham,2020-08-01,august,2020,summer,post-pandemic,0
redbridge,2020-08-01,august,2020,summer,post-pandemic,0
hammersmith and fulham,2020-08-01,august,2020,summer,post-pandemic,1
brent,2020-08-01,august,2020,summer,post-pandemic,0
hounslow,2020-09-01,september,2020,autumn,post-pandemic,0
hounslow,2020-09-01,september,2020,autumn,post-pandemic,0
hounslow,2020-09-01,september,2020,autumn,post-pandemic,0
hillingdon,2020-09-01,september,2020,autumn,post-pandemic,0
lambeth,2020-09-01,september,2020,autumn,post-pandemic,0
lambeth,2020-09-01,september,2020,autumn,post-pandemic,1
lambeth,2020-09-01,september,2020,autumn,post-pandemic,0
merton,2020-09-01,september,2020,autumn,post-pandemic,0
merton,2020-09-01,september,2020,autumn,post-pandemic,0
brent,2020-09-01,september,2020,autumn,post-pandemic,0
brent,2020-09-01,september,2020,autumn,post-pandemic,0
harrow,2020-09-01,september,2020,autumn,post-pandemic,0
harrow,2020-09-01,september,2020,autumn,post-pandemic,0
harrow,2020-09-01,september,2020,autumn,post-pandemic,0
harrow,2020-09-01,september,2020,autumn,post-pandemic,0
barnet,2020-09-01,september,2020,autumn,post-pandemic,0
islington,2020-09-01,september,2020,autumn,post-pandemic,0
islington,2020-09-01,september,2020,autumn,post-pandemic,0
haringey,2020-09-01,september,2020,autumn,post-pandemic,0
southwark,2020-09-01,september,2020,autumn,post-pandemic,0
southwark,2020-09-01,september,2020,autumn,post-pandemic,0
bromley,2020-09-01,september,2020,autumn,post-pandemic,0
bromley,2020-09-01,september,2020,autumn,post-pandemic,0
croydon,2020-09-01,september,2020,autumn,post-pandemic,0
croydon,2020-09-01,september,2020,autumn,post-pandemic,1
tower hamlets,2020-09-01,september,2020,autumn,post-pandemic,0
hackney,2020-09-01,september,2020,autumn,post-pandemic,0
kensington and chelsea,2020-09-01,september,2020,autumn,post-pandemic,0
hammersmith and fulham,2020-09-01,september,2020,autumn,post-pandemic,0
hammersmith and fulham,2020-09-01,september,2020,autumn,post-pandemic,0
hammersmith and fulham,2020-09-01,september,2020,autumn,post-pandemic,0
westminster,2020-09-01,september,2020,autumn,post-pandemic,1
westminster,2020-09-01,september,2020,autumn,post-pandemic,0
wandsworth,2020-10-01,october,2020,autumn,post-pandemic,0
kingston upon thames,2020-10-01,october,2020,autumn,post-pandemic,1
richmond upon thames,2020-10-01,october,2020,autumn,post-pandemic,0
richmond upon thames,2020-10-01,october,2020,autumn,post-pandemic,0
hillingdon,2020-10-01,october,2020,autumn,post-pandemic,0
lambeth,2020-10-01,october,2020,autumn,post-pandemic,1
harrow,2020-10-01,october,2020,autumn,post-pandemic,0
harrow,2020-10-01,october,2020,autumn,post-pandemic,0
ealing,2020-10-01,october,2020,autumn,post-pandemic,1
haringey,2020-10-01,october,2020,autumn,post-pandemic,0
haringey,2020-10-01,october,2020,autumn,post-pandemic,1
haringey,2020-10-01,october,2020,autumn,post-pandemic,0
southwark,2020-10-01,october,2020,autumn,post-pandemic,1
croydon,2020-10-01,october,2020,autumn,post-pandemic,0
croydon,2020-10-01,october,2020,autumn,post-pandemic,0
bexley,2020-10-01,october,2020,autumn,post-pandemic,0
sutton,2020-10-01,october,2020,autumn,post-pandemic,0
tower hamlets,2020-10-01,october,2020,autumn,post-pandemic,0
redbridge,2020-10-01,october,2020,autumn,post-pandemic,0
waltham forest,2020-10-01,october,2020,autumn,post-pandemic,0
barking and dagenham,2020-10-01,october,2020,autumn,post-pandemic,1
barking and dagenham,2020-10-01,october,2020,autumn,post-pandemic,0
kensington and chelsea,2020-10-01,october,2020,autumn,post-pandemic,0
hammersmith and fulham,2020-10-01,october,2020,autumn,post-pandemic,0
wandsworth,2020-11-01,november,2020,autumn,post-pandemic,0
wandsworth,2020-11-01,november,2020,autumn,post-pandemic,0
hounslow,2020-11-01,november,2020,autumn,post-pandemic,0
hillingdon,2020-11-01,november,2020,autumn,post-pandemic,0
hillingdon,2020-11-01,november,2020,autumn,post-pandemic,1
lambeth,2020-11-01,november,2020,autumn,post-pandemic,0
ealing,2020-11-01,november,2020,autumn,post-pandemic,1
ealing,2020-11-01,november,2020,autumn,post-pandemic,0
southwark,2020-11-01,november,2020,autumn,post-pandemic,0
greenwich,2020-11-01,november,2020,autumn,post-pandemic,1
croydon,2020-11-01,november,2020,autumn,post-pandemic,0
croydon,2020-11-01,november,2020,autumn,post-pandemic,0
sutton,2020-11-01,november,2020,autumn,post-pandemic,0
sutton,2020-11-01,november,2020,autumn,post-pandemic,0
hackney,2020-11-01,november,2020,autumn,post-pandemic,0
newham,2020-11-01,november,2020,autumn,post-pandemic,0
newham,2020-11-01,november,2020,autumn,post-pandemic,0
newham,2020-11-01,november,2020,autumn,post-pandemic,0
newham,2020-11-01,november,2020,autumn,post-pandemic,0
havering,2020-11-01,november,2020,autumn,post-pandemic,1
havering,2020-11-01,november,2020,autumn,post-pandemic,0
havering,2020-11-01,november,2020,autumn,post-pandemic,0
havering,2020-11-01,november,2020,autumn,post-pandemic,0
kensington and chelsea,2020-11-01,november,2020,autumn,post-pandemic,0
hammersmith and fulham,2020-11-01,november,2020,autumn,post-pandemic,0
hammersmith and fulham,2020-11-01,november,2020,autumn,post-pandemic,0
hammersmith and fulham,2020-11-01,november,2020,autumn,post-pandemic,0
wandsworth,2020-12-01,december,2020,winter,post-pandemic,0
hounslow,2020-12-01,december,2020,winter,post-pandemic,1
hounslow,2020-12-01,december,2020,winter,post-pandemic,0
hillingdon,2020-12-01,december,2020,winter,post-pandemic,0
hillingdon,2020-12-01,december,2020,winter,post-pandemic,0
merton,2020-12-01,december,2020,winter,post-pandemic,0
harrow,2020-12-01,december,2020,winter,post-pandemic,0
barnet,2020-12-01,december,2020,winter,post-pandemic,0
barnet,2020-12-01,december,2020,winter,post-pandemic,0
barnet,2020-12-01,december,2020,winter,post-pandemic,0
haringey,2020-12-01,december,2020,winter,post-pandemic,0
lewisham,2020-12-01,december,2020,winter,post-pandemic,0
bromley,2020-12-01,december,2020,winter,post-pandemic,0
bromley,2020-12-01,december,2020,winter,post-pandemic,0
greenwich,2020-12-01,december,2020,winter,post-pandemic,0
croydon,2020-12-01,december,2020,winter,post-pandemic,0
croydon,2020-12-01,december,2020,winter,post-pandemic,0
croydon,2020-12-01,december,2020,winter,post-pandemic,0
redbridge,2020-12-01,december,2020,winter,post-pandemic,0
waltham forest,2020-12-01,december,2020,winter,post-pandemic,0
newham,2020-12-01,december,2020,winter,post-pandemic,1
newham,2020-12-01,december,2020,winter,post-pandemic,0
newham,2020-12-01,december,2020,winter,post-pandemic,0
havering,2020-12-01,december,2020,winter,post-pandemic,0
havering,2020-12-01,december,2020,winter,post-pandemic,0
havering,2020-12-01,december,2020,winter,post-pandemic,0
hammersmith and fulham,2020-12-01,december,2020,winter,post-pandemic,0
hammersmith and fulham,2020-12-01,december,2020,winter,post-pandemic,0
lambeth,2021-01-01,january,2021,winter,post-pandemic,1
camden,2021-01-01,january,2021,winter,post-pandemic,0
bromley,2021-01-01,january,2021,winter,post-pandemic,0
croydon,2021-01-01,january,2021,winter,post-pandemic,0
sutton,2021-01-01,january,2021,winter,post-pandemic,0
sutton,2021-01-01,january,2021,winter,post-pandemic,0
sutton,2021-01-01,january,2021,winter,post-pandemic,0
waltham forest,2021-01-01,january,2021,winter,post-pandemic,0
enfield,2021-01-01,january,2021,winter,post-pandemic,0
enfield,2021-01-01,january,2021,winter,post-pandemic,0
enfield,2021-01-01,january,2021,winter,post-pandemic,1
havering,2021-01-01,january,2021,winter,post-pandemic,0
westminster,2021-01-01,january,2021,winter,post-pandemic,0
lewisham,2021-01-01,january,2021,winter,post-pandemic,0
kingston upon thames,2021-02-01,february,2021,winter,post-pandemic,0
kingston upon thames,2021-02-01,february,2021,winter,post-pandemic,1
harrow,2021-02-01,february,2021,winter,post-pandemic,0
barnet,2021-02-01,february,2021,winter,post-pandemic,1
barnet,2021-02-01,february,2021,winter,post-pandemic,0
islington,2021-02-01,february,2021,winter,post-pandemic,1
islington,2021-02-01,february,2021,winter,post-pandemic,0
islington,2021-02-01,february,2021,winter,post-pandemic,0
haringey,2021-02-01,february,2021,winter,post-pandemic,0
haringey,2021-02-01,february,2021,winter,post-pandemic,1
southwark,2021-02-01,february,2021,winter,post-pandemic,1
lewisham,2021-02-01,february,2021,winter,post-pandemic,0
bromley,2021-02-01,february,2021,winter,post-pandemic,0
croydon,2021-02-01,february,2021,winter,post-pandemic,0
croydon,2021-02-01,february,2021,winter,post-pandemic,0
sutton,2021-02-01,february,2021,winter,post-pandemic,0
tower hamlets,2021-02-01,february,2021,winter,post-pandemic,0
tower hamlets,2021-02-01,february,2021,winter,post-pandemic,0
hackney,2021-02-01,february,2021,winter,post-pandemic,0
hackney,2021-02-01,february,2021,winter,post-pandemic,0
barking and dagenham,2021-02-01,february,2021,winter,post-pandemic,0
enfield,2021-02-01,february,2021,winter,post-pandemic,0
enfield,2021-02-01,february,2021,winter,post-pandemic,0
newham,2021-02-01,february,2021,winter,post-pandemic,0
newham,2021-02-01,february,2021,winter,post-pandemic,0
westminster,2021-02-01,february,2021,winter,post-pandemic,0
barking and dagenham,2021-02-01,february,2021,winter,post-pandemic,1
kingston upon thames,2021-03-01,march,2021,spring,post-pandemic,0
hounslow,2021-03-01,march,2021,spring,post-pandemic,0
hounslow,2021-03-01,march,2021,spring,post-pandemic,0
hillingdon,2021-03-01,march,2021,spring,post-pandemic,1
hillingdon,2021-03-01,march,2021,spring,post-pandemic,1
hillingdon,2021-03-01,march,2021,spring,post-pandemic,0
hillingdon,2021-03-01,march,2021,spring,post-pandemic,0
brent,2021-03-01,march,2021,spring,post-pandemic,0
brent,2021-03-01,march,2021,spring,post-pandemic,0
harrow,2021-03-01,march,2021,spring,post-pandemic,0
barnet,2021-03-01,march,2021,spring,post-pandemic,0
barnet,2021-03-01,march,2021,spring,post-pandemic,0
islington,2021-03-01,march,2021,spring,post-pandemic,1
haringey,2021-03-01,march,2021,spring,post-pandemic,0
haringey,2021-03-01,march,2021,spring,post-pandemic,0
lewisham,2021-03-01,march,2021,spring,post-pandemic,0
greenwich,2021-03-01,march,2021,spring,post-pandemic,0
croydon,2021-03-01,march,2021,spring,post-pandemic,0
croydon,2021-03-01,march,2021,spring,post-pandemic,1
croydon,2021-03-01,march,2021,spring,post-pandemic,0
redbridge,2021-03-01,march,2021,spring,post-pandemic,0
hackney,2021-03-01,march,2021,spring,post-pandemic,0
waltham forest,2021-03-01,march,2021,spring,post-pandemic,0
enfield,2021-03-01,march,2021,spring,post-pandemic,0
newham,2021-03-01,march,2021,spring,post-pandemic,0
havering,2021-03-01,march,2021,spring,post-pandemic,1
kensington and chelsea,2021-03-01,march,2021,spring,post-pandemic,0
kensington and chelsea,2021-03-01,march,2021,spring,post-pandemic,0
hammersmith and fulham,2021-03-01,march,2021,spring,post-pandemic,0
hammersmith and fulham,2021-03-01,march,2021,spring,post-pandemic,0
hammersmith and fulham,2021-03-01,march,2021,spring,post-pandemic,0
wandsworth,2021-04-01,april,2021,spring,post-pandemic,0
hounslow,2021-04-01,april,2021,spring,post-pandemic,0
richmond upon thames,2021-04-01,april,2021,spring,post-pandemic,0
hillingdon,2021-04-01,april,2021,spring,post-pandemic,0
lambeth,2021-04-01,april,2021,spring,post-pandemic,0
brent,2021-04-01,april,2021,spring,post-pandemic,0
brent,2021-04-01,april,2021,spring,post-pandemic,0
brent,2021-04-01,april,2021,spring,post-pandemic,0
barnet,2021-04-01,april,2021,spring,post-pandemic,0
barnet,2021-04-01,april,2021,spring,post-pandemic,1
haringey,2021-04-01,april,2021,spring,post-pandemic,0
haringey,2021-04-01,april,2021,spring,post-pandemic,0
southwark,2021-04-01,april,2021,spring,post-pandemic,0
lewisham,2021-04-01,april,2021,spring,post-pandemic,0
bromley,2021-04-01,april,2021,spring,post-pandemic,0
bromley,2021-04-01,april,2021,spring,post-pandemic,0
greenwich,2021-04-01,april,2021,spring,post-pandemic,0
tower hamlets,2021-04-01,april,2021,spring,post-pandemic,0
redbridge,2021-04-01,april,2021,spring,post-pandemic,1
enfield,2021-04-01,april,2021,spring,post-pandemic,0
enfield,2021-04-01,april,2021,spring,post-pandemic,0
havering,2021-04-01,april,2021,spring,post-pandemic,0
havering,2021-04-01,april,2021,spring,post-pandemic,0
westminster,2021-04-01,april,2021,spring,post-pandemic,0
westminster,2021-04-01,april,2021,spring,post-pandemic,0
westminster,2021-04-01,april,2021,spring,post-pandemic,0
wandsworth,2021-05-01,may,2021,spring,post-pandemic,0
